School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
PERFORMING ARTS AND TECH. HS -,K,19,WATER INFILTRATION,2648000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN,40.667456,-73.894747,5,42,1156,3084440,3037880001,East New York (Pennsylvania Ave),"(40.667456, -73.894747)",02/06/2019
THE INTERNATIONAL HS - BROOKLY,K,17,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINATION,20937000,CIP,K440,883 CLASSON AVENUE,Brooklyn,11225,BROOKLYN,40.670349,-73.961695,9,35,213,3029686,3011870001,Crown Heights South,"(40.670349, -73.961695)",02/06/2019
NEW UTRECHT HS - BROOKLYN,K,20,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,8803000,CIP,K445,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,11,43,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",02/06/2019
NEW UTRECHT HS - BROOKLYN,K,20,ATHLETIC FIELD REPAIRS,5290000,CIP,K446,1601 80 STREET,Brooklyn,11214,BROOKLYN,40.613262,-74.003404,11,43,182,3162711,3062710001,Bensonhurst West,"(40.613262, -74.003404)",02/06/2019
PROGRESS HS - K,K,14,ROOFS/WINDOWS/EXTERIOR MASONRY/PARAPETS,59377100,CIP,K450,850 GRAND STREET,Brooklyn,11211,BROOKLYN,40.712184,-73.939722,1,34,485,3325733,3030160001,Bushwick South,"(40.712184, -73.939722)",02/06/2019
BOYS & GIRLS HS - BROOKLYN,K,16,REPLACE CHILLERS & COOLING TOWERS,2996000,CIP,K455,1700 FULTON STREET,Brooklyn,11213,BROOKLYN,40.67944,-73.932407,3,36,271,3047996,3017010001,Crown Heights North,"(40.67944, -73.932407)",02/06/2019
BROOKLYN ACADEMY HS - BROOKLYN,K,13,WORK REQUIRED TO OBTAIN A C OF O,9436400,CIP,K458,832 MARCY AVENUE,Brooklyn,11216,BROOKLYN,40.685004,-73.947152,3,36,249,3051641,3018230038,Bedford,"(40.685004, -73.947152)",02/06/2019
SECONDARY SCHOOL FOR LAW - K,K,15,DETERIORATED LEADER AND DRAIN LINES,8985000,CIP,K460,237 7TH AVENUE,Brooklyn,11215,BROOKLYN,40.669629,-73.979287,6,39,155,3025510,3010820001,Park Slope-Gowanus,"(40.669629, -73.979287)",02/06/2019
I.S. 382 - BROOKLYN,K,17,STRUCTURAL DEFECTS AND ROOF,5234000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus,"(40.649787, -73.95855)",02/06/2019
H.S. 745 - BROOKLYN,K,17,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,875000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11203,BROOKLYN,40.658893,-73.942458,9,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate,"(40.658893, -73.942458)",02/06/2019
ACAD. FOR ENVIRON. LDRSHP - K,K,32,FY14 RESO A SCIENCE LAB,989500,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
BROOKLYN SCHOOL FOR MATH AND R,K,32,LOW VOLTAGE ELECTRICAL SYSTEMS,2100000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,EXTERIOR MASONRY/PARAPETS/ROOFS,20195000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,FLOOR TILE REPLACEMENT,364000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,FY17 RESO A GYMNASIUM UPGRADE,428955.55,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,365000,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
THE BROOKLYN SCHOOL FOR SOCIAL,K,32,SCHOOL BASED HEALTH CENTER,1250581.23,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North,"(40.69697, -73.910791)",02/06/2019
TELECOM. ARTS & TECH. HS - K,K,20,C OF O/ELECTRICAL WORK FOR A/C INITIATIVE,7909272,CIP,K485,350 67 STREET,Brooklyn,11220,BROOKLYN,40.637282,-74.023849,10,43,70,3144482,3058500030,Bay Ridge,"(40.637282, -74.023849)",02/06/2019
I.S. 187 - BROOKLYN,K,20,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,416000,CIP,K486,1171 65 STREET,Brooklyn,11219,BROOKLYN,40.627784,-74.004485,10,38,212,3142008,3057450029,Dyker Heights,"(40.627784, -74.004485)",02/06/2019
FORT HAMILTON HS - K,K,20,FY16 RESO A ATHLETIC FIELD UPGRADE,3538000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",02/06/2019
FORT HAMILTON HS - K,K,20,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,27719000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",02/06/2019
FORT HAMILTON HS - K,K,20,POOL BOILER,4395000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge,"(40.627835, -74.040046)",02/06/2019
HS FOR MEDICAL PROFESSIONS - K,K,18,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,8222000,CIP,K500,1600 ROCKAWAY PKWY,Brooklyn,11236,BROOKLYN,40.641474,-73.898254,18,46,990,3230949,3082220001,Canarsie,"(40.641474, -73.898254)",02/06/2019
BROOKLYN BRIDGE ACADEMY - K,K,18,WINDOWS,9394000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",02/06/2019
BROOKLYN GENERATION SCHOOL - K,K,18,INSTALL BACKFLOW PREVENTION DEVICES,429000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",02/06/2019
BROOKLYN GENERATION SCHOOL - K,K,18,ATHLETIC FIELD - TRACK,1618000,CIP,K516,6565 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN,40.633285,-73.916735,18,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",02/06/2019
JOHN DEWEY HS - BROOKLYN,K,21,FY17 RESO A CULINARY ARTS KITCHEN UPGRADES,2236500,CIP,K540,50 AVENUE X,Brooklyn,11223,BROOKLYN,40.589268,-73.981738,13,47,308,3194998,3071850020,Gravesend,"(40.589268, -73.981738)",02/06/2019
SUNSET PARK HS - BROOKLYN,K,15,FY17 RESO A LIBRARY UPGRADES,549995,CIP,K564,153 35TH STREET,Brooklyn,11232,BROOKLYN,40.65571,-74.005197,7,38,84,3394175,3006880026,Sunset Park West,"(40.65571, -74.005197)",02/06/2019
WILLIAM E. GRADY VOC HS - K,K,21,FY16 RESO A CULINARY ARTS ROOM,1692000,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,48,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)",02/06/2019
WILLIAM E. GRADY VOC HS - K,K,21,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,504950,CIP,K620,25 BRIGHTON 4TH ROAD,Brooklyn,11235,BROOKLYN,40.582585,-73.963477,13,48,366,3196378,3072610201,Brighton Beach,"(40.582585, -73.963477)",02/06/2019
PATHWAYS IN TECHNOLOGY EARLY C,K,17,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/FLOOD,12649000,CIP,K625,150 ALBANY AVENUE,Brooklyn,11213,BROOKLYN,40.675612,-73.938843,8,36,311,3030553,3012160046,Crown Heights North,"(40.675612, -73.938843)",02/06/2019
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.683559, -73.98027)",02/06/2019
BROOKLYN HS OF THE ARTS - BROO,K,15,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL,6277000,CIP,K656,500 PACIFIC STREET,Brooklyn,11217,BROOKLYN,40.684504,-73.980678,2,33,39,3001189,3001920001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.684504, -73.980678)",02/06/2019
P.S. 18 - BROOKLYN,K,14,STANDALONE GYM ANNEX,7246400,CIP,K673,101 MAUJER STREET,Brooklyn,11206,BROOKLYN,40.710609,-73.946977,1,34,503,3069559,3027870001,East Williamsburg,"(40.710609, -73.946977)",02/06/2019
BKLYN STUDIO SEC. SCL - BROOKL,K,21,EXT MASONRY/ROOFS/WINDOWS,6137000,CIP,K721,8310 21ST AVE,Brooklyn,11214,BROOKLYN,40.604879,-73.994404,11,47,288,3165232,3063290032,Bensonhurst West,"(40.604879, -73.994404)",02/06/2019
LIBERATION DIPLOMA PLUS H.S. -,K,21,FY18 RESO A GYMNASIUM UPGRADE,1426400,CIP,K728,2865 WEST 19 STREET,Brooklyn,11224,BROOKLYN,40.577208,-73.985953,13,47,326,3329331,3070200039,Seagate-Coney Island,"(40.577208, -73.985953)",02/06/2019
ADULT AND CONTINUING EDUCATION,K,13,EXT MSNRY/LOW VOLT/VENT/ROOFS/WIN/ PARAPETS/FLOOD,9880000,CIP,K743,475 NOSTRAND AVENUE,Brooklyn,11216,BROOKLYN,40.681233,-73.949737,3,36,249,3053020,3018440001,Bedford,"(40.681233, -73.949737)",02/06/2019
EL PUENTE ACADEMY - BROOKLYN,K,14,MASONRY/WINDOWS/PARAPETS/ROOFS,4212649,CIP,K778,250 HOOPER STREET,Brooklyn,11211,BROOKLYN,40.705898,-73.955611,1,33,529,3379706,3022070002,Williamsburg,"(40.705898, -73.955611)",02/06/2019
ALC - BROOKLYN CHOICES,K,32,EXT MASONRY/WINDOWS/PARAPETS/ROOFS,5947484,CIP,K799,271 MELROSE STREET,Brooklyn,11206,BROOKLYN,40.702083,-73.929647,4,34,425,3071962,3031570037,Bushwick South,"(40.702083, -73.929647)",02/06/2019
HEADQTRS 65 CNTRL ADMIN. - K,K,15,FACADE/WINDOWS,11737000,CIP,K801,65 COURT STREET,Brooklyn,11201,BROOKLYN,40.692012,-73.991227,2,33,9,3002557,3002660020,Brooklyn Heights-Cobble Hill,"(40.692012, -73.991227)",02/06/2019
P.S. 418 - BROOKLYN,K,15,PUBLIC ADDRESS SYS REPLACEMENT/FA SYS REPLACEMENT,1232000,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.676668,-73.985258,6,39,119,3007707,3004550001,Park Slope-Gowanus,"(40.676668, -73.985258)",02/06/2019
P.S. 295 - BROOKLYN,K,15,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,9114000,CIP,K845,330 18 STREET,Brooklyn,11215,BROOKLYN,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West,"(40.660976, -73.988297)",02/06/2019
P.S. 15 - MANHATTAN,M,1,FY17 RESO A IPDVS CAMERA INSTALLATION,173650,CIP,M015,333 EAST 4 STREET,Manhattan,10009,MANHATTAN,40.721807,-73.979022,3,2,2601,1004415,1003740020,Lower East Side,"(40.721807, -73.979022)",02/06/2019
P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton,"(40.761448, -73.988019)",02/06/2019
P.S. 30 - MANHATTAN,M,5,ROOFS/EXTERIOR MASONRY,4377000,CIP,M030,144-176 EAST 128 STREET,Manhattan,10035,MANHATTAN,40.805953,-73.935179,11,9,242,1054502,1017760020,East Harlem North,"(40.805953, -73.935179)",02/06/2019
I.S. 286 - MANHATTAN,M,5,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,13162997,CIP,M043,509 WEST 129 STREET,Manhattan,10027,MANHATTAN,40.815256,-73.955325,9,7,219,1059723,1019840033,Manhattanville,"(40.815256, -73.955325)",02/06/2019
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,15829000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",02/06/2019
P.S. 50 - MANHATTAN,M,4,FY RESO A AUDITORIUM UPGRADE,738000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South,"(40.785258, -73.941526)",02/06/2019
J.H.S. 52 - MANHATTAN,M,6,FLOOD ELIMINATION/EXTERIOR MASONRY,2559000,CIP,M052,650 ACADEMY STREET,Manhattan,10034,MANHATTAN,40.866053,-73.924835,12,10,291,1076776,1022330020,Marble Hill-Inwood,"(40.866053, -73.924835)",02/06/2019
J.H.S. 292 - MANHATTAN,M,1,ROOFS,4699000,CIP,M056,220 HENRY STREET,Manhattan,10002,MANHATTAN,40.713684,-73.986336,3,1,201,1003223,1002690041,Lower East Side,"(40.713684, -73.986336)",02/06/2019
EAST SIDE COMMUNITY SCHOOL,M,1,FIFTH FLOOR CEILING REPLACEMENT,150000,CIP,M060,420 EAST 12 STREET,Manhattan,10009,MANHATTAN,40.729589,-73.982555,3,2,34,1005974,1004390017,East Village,"(40.729589, -73.982555)",02/06/2019
